Date,Volume_Mn,Value_Cr,Day_of_Week,Day_of_Month,Is_Weekend,Month_Year,Avg_Transaction_Value_Rs
07-04-2022,192.49,37184.6,Thursday,7,Weekday,Apr-2022,1931.767884
08-04-2022,191.59,35133.63,Friday,8,Weekday,Apr-2022,1833.792474
09-04-2022,196.38,33429.07,Saturday,9,Weekend,Apr-2022,1702.264487
10-04-2022,182.96,26380.29,Sunday,10,Weekend,Apr-2022,1441.861063
11-04-2022,192.09,37147.71,Monday,11,Weekday,Apr-2022,1933.870061
12-04-2022,193.43,36141.16,Tuesday,12,Weekday,Apr-2022,1868.436127
13-04-2022,195.94,22271.87,Wednesday,13,Weekday,Apr-2022,1136.667858
14-04-2022,185.43,32609.4,Thursday,14,Weekday,Apr-2022,1758.582754
15-04-2022,180.74,31888.77,Friday,15,Weekday,Apr-2022,1764.344915
16-04-2022,184.72,30212.49,Saturday,16,Weekend,Apr-2022,1635.583045
17-04-2022,177.61,23899.87,Sunday,17,Weekend,Apr-2022,1345.637633
18-04-2022,184.71,34476.4,Monday,18,Weekday,Apr-2022,1866.515078
19-04-2022,184.84,33348.27,Tuesday,19,Weekday,Apr-2022,1804.169552
20-04-2022,186.4,33512.38,Wednesday,20,Weekday,Apr-2022,1797.874464
21-04-2022,183.36,31649.72,Thursday,21,Weekday,Apr-2022,1726.097295
22-04-2022,184.13,30687.21,Friday,22,Weekday,Apr-2022,1666.605659
23-04-2022,183.04,28361.39,Saturday,23,Weekend,Apr-2022,1549.464052
24-04-2022,167.91,22341.42,Sunday,24,Weekend,Apr-2022,1330.559228
25-04-2022,182.16,33631.18,Monday,25,Weekday,Apr-2022,1846.243961
26-04-2022,182.04,32293.94,Tuesday,26,Weekday,Apr-2022,1774.002417
27-04-2022,183.28,32147.43,Wednesday,27,Weekday,Apr-2022,1754.006438
28-04-2022,181.48,31645.31,Thursday,28,Weekday,Apr-2022,1743.735398
29-04-2022,184.96,34089.13,Friday,29,Weekday,Apr-2022,1843.054174
30-04-2022,198.63,38589.29,Saturday,30,Weekend,Apr-2022,1942.772492
01-05-2022,205.4,35380.47,Sunday,1,Weekend,May-2022,1722.515579
02-05-2022,208.22,43127.73,Monday,2,Weekday,May-2022,2071.257804
03-05-2022,186.15,32528.65,Tuesday,3,Weekday,May-2022,1747.442922
04-05-2022,194.5,39142.74,Wednesday,4,Weekday,May-2022,2012.480206
05-05-2022,199.54,40116.7,Thursday,5,Weekday,May-2022,2010.459056
06-05-2022,197.21,38218.9,Friday,6,Weekday,May-2022,1937.979818
07-05-2022,206.06,37753.22,Saturday,7,Weekend,May-2022,1832.146947
08-05-2022,195.41,28907.36,Sunday,8,Weekend,May-2022,1479.318356
09-05-2022,199.41,39710.68,Monday,9,Weekday,May-2022,1991.408656
10-05-2022,194.3,37570.27,Tuesday,10,Weekday,May-2022,1933.621719
11-05-2022,197.42,36863.35,Wednesday,11,Weekday,May-2022,1867.255091
12-05-2022,193.69,33771.63,Thursday,12,Weekday,May-2022,1743.591822
13-05-2022,194.34,37429.32,Friday,13,Weekday,May-2022,1925.970979
14-05-2022,192.79,31230.91,Saturday,14,Weekend,May-2022,1619.944499
15-05-2022,188.45,25653,Sunday,15,Weekend,May-2022,1361.262934
16-05-2022,188.77,33249.98,Monday,16,Weekday,May-2022,1761.401706
17-05-2022,187.29,33295.35,Tuesday,17,Weekday,May-2022,1777.743072
18-05-2022,194.9,34027.49,Wednesday,18,Weekday,May-2022,1745.894818
19-05-2022,190.19,32947.73,Thursday,19,Weekday,May-2022,1732.358694
20-05-2022,190.02,31912.52,Friday,20,Weekday,May-2022,1679.429534
21-05-2022,189.8,30865.04,Saturday,21,Weekend,May-2022,1626.187566
22-05-2022,182.61,23763.95,Sunday,22,Weekend,May-2022,1301.349871
23-05-2022,187.03,32828.94,Monday,23,Weekday,May-2022,1755.276694
24-05-2022,189,31870.42,Tuesday,24,Weekday,May-2022,1686.265608
25-05-2022,188.37,31845.24,Wednesday,25,Weekday,May-2022,1690.568562
26-05-2022,184.6,31197.03,Thursday,26,Weekday,May-2022,1689.979957
27-05-2022,183.47,29522.85,Friday,27,Weekday,May-2022,1609.137734
28-05-2022,186.07,29069.75,Saturday,28,Weekend,May-2022,1562.301822
29-05-2022,185.21,23047.36,Sunday,29,Weekend,May-2022,1244.390692
30-05-2022,183.64,33628.62,Monday,30,Weekday,May-2022,1831.225223
31-05-2022,191.32,39743.33,Tuesday,31,Weekday,May-2022,2077.322287
01-06-2022,208.49,42008.82,Wednesday,1,Weekday,Jun-2022,2014.908149
02-06-2022,211.43,43887.84,Thursday,2,Weekday,Jun-2022,2075.762191
03-06-2022,203.82,38200.28,Friday,3,Weekday,Jun-2022,1874.216466
04-06-2022,205.13,35010.94,Saturday,4,Weekend,Jun-2022,1706.768391
05-06-2022,200.8,34073.12,Sunday,5,Weekend,Jun-2022,1696.868526
06-06-2022,202.34,39158.04,Monday,6,Weekday,Jun-2022,1935.259464
07-06-2022,205.99,37704.57,Tuesday,7,Weekday,Jun-2022,1830.407787
08-06-2022,207.59,38922.92,Wednesday,8,Weekday,Jun-2022,1874.990125
09-06-2022,204.24,36686.89,Thursday,9,Weekday,Jun-2022,1796.263709
10-06-2022,202.18,36538.99,Friday,10,Weekday,Jun-2022,1807.25047
11-06-2022,203.71,33508.5,Saturday,11,Weekend,Jun-2022,1644.911885
12-06-2022,195.25,26074.45,Sunday,12,Weekend,Jun-2022,1335.439181
13-06-2022,200.67,37447.27,Monday,13,Weekday,Jun-2022,1866.112025
14-06-2022,198.67,34441.89,Tuesday,14,Weekday,Jun-2022,1733.623094
15-06-2022,204.03,35105.4,Wednesday,15,Weekday,Jun-2022,1720.599912
16-06-2022,201.74,34093.76,Thursday,16,Weekday,Jun-2022,1689.985129
17-06-2022,196.29,32304.39,Friday,17,Weekday,Jun-2022,1645.748128
18-06-2022,181.9,29385.68,Saturday,18,Weekend,Jun-2022,1615.485432
19-06-2022,167.08,22291.5,Sunday,19,Weekend,Jun-2022,1334.181231
20-06-2022,187.81,34282.55,Monday,20,Weekday,Jun-2022,1825.384697
21-06-2022,190.45,32914.38,Tuesday,21,Weekday,Jun-2022,1728.242583
22-06-2022,188.55,31969.65,Wednesday,22,Weekday,Jun-2022,1695.552904
23-06-2022,185.43,30994.9,Thursday,23,Weekday,Jun-2022,1671.514857
24-06-2022,190.49,31022.28,Friday,24,Weekday,Jun-2022,1628.55163
25-06-2022,189.8,29437.83,Saturday,25,Weekend,Jun-2022,1550.992097
26-06-2022,186.51,23014.68,Sunday,26,Weekend,Jun-2022,1233.964935
27-06-2022,190.88,33292.2,Monday,27,Weekday,Jun-2022,1744.142917
28-06-2022,189.41,31772.75,Tuesday,28,Weekday,Jun-2022,1677.458951
29-06-2022,182.2,31620.08,Wednesday,29,Weekday,Jun-2022,1735.459934
30-06-2022,179.88,37246.08,Thursday,30,Weekday,Jun-2022,2070.607071
01-07-2022,211.04,43831.02,Friday,1,Weekday,Jul-2022,2076.9058
02-07-2022,213.41,42108.81,Saturday,2,Weekend,Jul-2022,1973.141371
03-07-2022,204.95,32114.33,Sunday,3,Weekend,Jul-2022,1566.934862
04-07-2022,209.32,42995.32,Monday,4,Weekday,Jul-2022,2054.047392
05-07-2022,207.79,41456.59,Tuesday,5,Weekday,Jul-2022,1995.119592
06-07-2022,209.34,39822.21,Wednesday,6,Weekday,Jul-2022,1902.274291
07-07-2022,212.03,39624.23,Thursday,7,Weekday,Jul-2022,1868.803
08-07-2022,207.96,37817.79,Friday,8,Weekday,Jul-2022,1818.512695
09-07-2022,210.07,35896.16,Saturday,9,Weekend,Jul-2022,1708.771362
10-07-2022,193.24,26632.94,Sunday,10,Weekend,Jul-2022,1378.231215
11-07-2022,200.1,37142.02,Monday,11,Weekday,Jul-2022,1856.172914
12-07-2022,201.12,35038.16,Tuesday,12,Weekday,Jul-2022,1742.151949
13-07-2022,198.95,34242.77,Wednesday,13,Weekday,Jul-2022,1721.174667
14-07-2022,202.36,34743.09,Thursday,14,Weekday,Jul-2022,1716.895137
15-07-2022,201.9,33702.42,Friday,15,Weekday,Jul-2022,1669.263001
16-07-2022,201.36,32704.58,Saturday,16,Weekend,Jul-2022,1624.184545
17-07-2022,197.55,25086.78,Sunday,17,Weekend,Jul-2022,1269.895216
18-07-2022,198.02,33652.23,Monday,18,Weekday,Jul-2022,1699.435916
19-07-2022,199.72,32665.89,Tuesday,19,Weekday,Jul-2022,1635.584318
20-07-2022,206.01,34113.78,Wednesday,20,Weekday,Jul-2022,1655.928353
21-07-2022,199.56,32083.3,Thursday,21,Weekday,Jul-2022,1607.701944
22-07-2022,198.49,30587.13,Friday,22,Weekday,Jul-2022,1540.990982
23-07-2022,196.12,29270.86,Saturday,23,Weekend,Jul-2022,1492.497451
24-07-2022,192.24,23283.4,Sunday,24,Weekend,Jul-2022,1211.163129
25-07-2022,196.39,33362.36,Monday,25,Weekday,Jul-2022,1698.780997
26-07-2022,195.11,31535.55,Tuesday,26,Weekday,Jul-2022,1616.295936
27-07-2022,203.08,32141.8,Wednesday,27,Weekday,Jul-2022,1582.716171
28-07-2022,197.11,31311.84,Thursday,28,Weekday,Jul-2022,1588.546497
29-07-2022,203.04,35222.25,Friday,29,Weekday,Jul-2022,1734.744385
30-07-2022,213.22,38375.84,Saturday,30,Weekend,Jul-2022,1799.823656
31-07-2022,207.82,30551.59,Sunday,31,Weekend,Jul-2022,1470.098643
01-08-2022,217.13,43568.17,Monday,1,Weekday,Aug-2022,2006.54769
02-08-2022,223.15,42085.99,Tuesday,2,Weekday,Aug-2022,1885.995519
03-08-2022,211.58,38693.87,Wednesday,3,Weekday,Aug-2022,1828.805653
04-08-2022,216.88,40079.82,Thursday,4,Weekday,Aug-2022,1848.018259
05-08-2022,205.43,35859.8,Friday,5,Weekday,Aug-2022,1745.59704
06-08-2022,224.87,39064.52,Saturday,6,Weekend,Aug-2022,1737.204607
07-08-2022,212.48,29906.75,Sunday,7,Weekend,Aug-2022,1407.508942
08-08-2022,216.2,39627.08,Monday,8,Weekday,Aug-2022,1832.889917
09-08-2022,210.46,34997.87,Tuesday,9,Weekday,Aug-2022,1662.922646
10-08-2022,225.82,41043.38,Wednesday,10,Weekday,Aug-2022,1817.526348
11-08-2022,223.56,36349.91,Thursday,11,Weekday,Aug-2022,1625.957685
12-08-2022,209.45,33508.36,Friday,12,Weekday,Aug-2022,1599.826212
13-08-2022,208.75,32266.78,Saturday,13,Weekend,Aug-2022,1545.714012
14-08-2022,199.25,25307.67,Sunday,14,Weekend,Aug-2022,1270.14655
15-08-2022,194.66,25414.14,Monday,15,Weekday,Aug-2022,1305.565602
16-08-2022,208.74,35358.46,Tuesday,16,Weekday,Aug-2022,1693.899588
17-08-2022,213.4,36034.3,Wednesday,17,Weekday,Aug-2022,1688.580131
18-08-2022,214.52,35365.86,Thursday,18,Weekday,Aug-2022,1648.604326
19-08-2022,207.27,31204.93,Friday,19,Weekday,Aug-2022,1505.520818
20-08-2022,210.4,33072.27,Saturday,20,Weekend,Aug-2022,1571.875951
21-08-2022,201.26,25174.59,Sunday,21,Weekend,Aug-2022,1250.84915
22-08-2022,209.81,35304.68,Monday,22,Weekday,Aug-2022,1682.697679
23-08-2022,206.51,33735.52,Tuesday,23,Weekday,Aug-2022,1633.602247
24-08-2022,208.28,33988.13,Wednesday,24,Weekday,Aug-2022,1631.847993
25-08-2022,210.63,34666.38,Thursday,25,Weekday,Aug-2022,1645.842473
26-08-2022,205.14,32104.76,Friday,26,Weekday,Aug-2022,1565.017062
27-08-2022,214.65,31003.69,Saturday,27,Weekend,Aug-2022,1444.383415
28-08-2022,213.34,24581.62,Sunday,28,Weekend,Aug-2022,1152.22743
29-08-2022,213.88,36565.66,Monday,29,Weekday,Aug-2022,1709.634374
30-08-2022,225.58,40909.83,Tuesday,30,Weekday,Aug-2022,1813.539764
31-08-2022,216.55,36317.38,Wednesday,31,Weekday,Aug-2022,1677.089818
01-09-2022,231.2,46102.69,Thursday,1,Weekday,Sep-2022,1994.060986
02-09-2022,234.44,42755.56,Friday,2,Weekday,Sep-2022,1823.731445
03-09-2022,234.34,41387.77,Saturday,3,Weekend,Sep-2022,1766.141931
04-09-2022,222.21,32092.83,Sunday,4,Weekend,Sep-2022,1444.256784
05-09-2022,232.12,44581.11,Monday,5,Weekday,Sep-2022,1920.606152
06-09-2022,228.84,41284.01,Tuesday,6,Weekday,Sep-2022,1804.055672
07-09-2022,229.89,41648.13,Wednesday,7,Weekday,Sep-2022,1811.654704
08-09-2022,226.98,39016.03,Thursday,8,Weekday,Sep-2022,1718.919288
09-09-2022,222.05,37027.98,Friday,9,Weekday,Sep-2022,1667.551452
10-09-2022,224.94,36076.21,Saturday,10,Weekend,Sep-2022,1603.814795
11-09-2022,222.26,28818.13,Sunday,11,Weekend,Sep-2022,1296.595429
12-09-2022,224.26,39419.29,Monday,12,Weekday,Sep-2022,1757.749487
13-09-2022,221.91,37206.64,Tuesday,13,Weekday,Sep-2022,1676.6545
14-09-2022,225.36,37938.12,Wednesday,14,Weekday,Sep-2022,1683.445154
15-09-2022,224.57,37563.76,Thursday,15,Weekday,Sep-2022,1672.697155
16-09-2022,225.53,36237.8,Friday,16,Weekday,Sep-2022,1606.78402
17-09-2022,226.72,33100.06,Saturday,17,Weekend,Sep-2022,1459.953246
18-09-2022,214.05,25809.84,Sunday,18,Weekend,Sep-2022,1205.785564
19-09-2022,220.33,36275.55,Monday,19,Weekday,Sep-2022,1646.419008
20-09-2022,222.25,35652.81,Tuesday,20,Weekday,Sep-2022,1604.175928
21-09-2022,222.26,35651.91,Wednesday,21,Weekday,Sep-2022,1604.063259
22-09-2022,225.37,37245.02,Thursday,22,Weekday,Sep-2022,1652.616586
23-09-2022,224.08,35202.31,Friday,23,Weekday,Sep-2022,1570.970635
24-09-2022,225.49,33468.05,Saturday,24,Weekend,Sep-2022,1484.236552
25-09-2022,222.46,26617.01,Sunday,25,Weekend,Sep-2022,1196.485211
26-09-2022,226.41,38681.13,Monday,26,Weekday,Sep-2022,1708.455015
27-09-2022,224.35,37077.33,Tuesday,27,Weekday,Sep-2022,1652.655672
28-09-2022,229.4,37494.05,Wednesday,28,Weekday,Sep-2022,1634.439843
29-09-2022,226.14,38173.16,Thursday,29,Weekday,Sep-2022,1688.032192
30-09-2022,240.59,46833.8,Friday,30,Weekday,Sep-2022,1946.622885
01-10-2022,258.65,50382.75,Saturday,1,Weekend,Oct-2022,1947.912237
02-10-2022,248.36,39039.52,Sunday,2,Weekend,Oct-2022,1571.892414
03-10-2022,248.02,47218.26,Monday,3,Weekday,Oct-2022,1903.808564
04-10-2022,239.69,42082.91,Tuesday,4,Weekday,Oct-2022,1755.722391
05-10-2022,227.2,34258.45,Wednesday,5,Weekday,Oct-2022,1507.854313
06-10-2022,233.15,41501.46,Thursday,6,Weekday,Oct-2022,1780.032597
07-10-2022,232.97,41204.09,Friday,7,Weekday,Oct-2022,1768.643602
08-10-2022,236.57,39710.25,Saturday,8,Weekend,Oct-2022,1678.583506
09-10-2022,229.06,32190.94,Sunday,9,Weekend,Oct-2022,1405.34969
10-10-2022,241,47027.29,Monday,10,Weekday,Oct-2022,1951.339834
11-10-2022,243.49,43642.01,Tuesday,11,Weekday,Oct-2022,1792.353279
12-10-2022,245.08,42412.68,Wednesday,12,Weekday,Oct-2022,1730.564714
13-10-2022,239.99,40387.93,Thursday,13,Weekday,Oct-2022,1682.900538
14-10-2022,235.27,38748.95,Friday,14,Weekday,Oct-2022,1646.999192
15-10-2022,241.63,39499.74,Saturday,15,Weekend,Oct-2022,1634.720026
16-10-2022,238.49,31327.83,Sunday,16,Weekend,Oct-2022,1313.590926
17-10-2022,235.71,40125.1,Monday,17,Weekday,Oct-2022,1702.307921
18-10-2022,240.26,39917.14,Tuesday,18,Weekday,Oct-2022,1661.414301
19-10-2022,245.87,40856.85,Wednesday,19,Weekday,Oct-2022,1661.725709
20-10-2022,242.7,42218.85,Thursday,20,Weekday,Oct-2022,1739.548826
21-10-2022,251.4,44598.12,Friday,21,Weekday,Oct-2022,1773.990453
22-10-2022,260.81,44832.58,Saturday,22,Weekend,Oct-2022,1718.974733
23-10-2022,252.01,36622.22,Sunday,23,Weekend,Oct-2022,1453.205032
24-10-2022,223.33,27690.79,Monday,24,Weekday,Oct-2022,1239.904625
25-10-2022,198.83,29351.82,Tuesday,25,Weekday,Oct-2022,1476.226928
26-10-2022,214.45,32555.4,Wednesday,26,Weekday,Oct-2022,1518.088132
27-10-2022,214.96,34451.97,Thursday,27,Weekday,Oct-2022,1602.715389
28-10-2022,216.24,36086.52,Friday,28,Weekday,Oct-2022,1668.81798
29-10-2022,220.81,36208.01,Saturday,29,Weekend,Oct-2022,1639.78126
30-10-2022,217.29,28111.77,Sunday,30,Weekend,Oct-2022,1293.744305
31-10-2022,232.11,47325.3,Monday,31,Weekday,Oct-2022,2038.916893
01-11-2022,249.44,50700.08,Tuesday,1,Weekday,Nov-2022,2032.556126
02-11-2022,250.02,47432.82,Wednesday,2,Weekday,Nov-2022,1897.161027
03-11-2022,243.48,45208.17,Thursday,3,Weekday,Nov-2022,1856.750862
04-11-2022,245.26,43645.17,Friday,4,Weekday,Nov-2022,1779.547011
05-11-2022,252.83,44653.94,Saturday,5,Weekend,Nov-2022,1766.164617
06-11-2022,242.48,33841.13,Sunday,6,Weekend,Nov-2022,1395.625619
07-11-2022,245.25,45347.9,Monday,7,Weekday,Nov-2022,1849.04791
08-11-2022,234.88,38528.36,Tuesday,8,Weekday,Nov-2022,1640.342302
09-11-2022,251.47,43709.26,Wednesday,9,Weekday,Nov-2022,1738.150078
10-11-2022,253.47,44760.22,Thursday,10,Weekday,Nov-2022,1765.898134
11-11-2022,244.35,41603.7,Friday,11,Weekday,Nov-2022,1702.627379
12-11-2022,247.37,37328.49,Saturday,12,Weekend,Nov-2022,1509.014432
13-11-2022,246.07,29862.99,Sunday,13,Weekend,Nov-2022,1213.59735
14-11-2022,246.18,41601.59,Monday,14,Weekday,Nov-2022,1689.885043
15-11-2022,246.71,41038.85,Tuesday,15,Weekday,Nov-2022,1663.444935
16-11-2022,246.01,39877.66,Wednesday,16,Weekday,Nov-2022,1620.977196
17-11-2022,241.94,38887.99,Thursday,17,Weekday,Nov-2022,1607.34025
18-11-2022,241.52,36774.04,Friday,18,Weekday,Nov-2022,1522.60848
19-11-2022,243.56,36893,Saturday,19,Weekend,Nov-2022,1514.739695
20-11-2022,239.2,30141.8,Sunday,20,Weekend,Nov-2022,1260.108696
21-11-2022,226.55,37029.58,Monday,21,Weekday,Nov-2022,1634.499228
22-11-2022,242.05,38450.98,Tuesday,22,Weekday,Nov-2022,1588.555257
23-11-2022,241.15,37158.59,Wednesday,23,Weekday,Nov-2022,1540.891147
24-11-2022,239.06,37188.36,Thursday,24,Weekday,Nov-2022,1555.607797
25-11-2022,241.31,37146.94,Friday,25,Weekday,Nov-2022,1539.386681
26-11-2022,241.44,35261.16,Saturday,26,Weekend,Nov-2022,1460.452286
27-11-2022,234.14,27955.44,Sunday,27,Weekend,Nov-2022,1193.962586
28-11-2022,235.99,38785.39,Monday,28,Weekday,Nov-2022,1643.518369
29-11-2022,238.96,39732.25,Tuesday,29,Weekday,Nov-2022,1662.715517
30-11-2022,257.32,50047.55,Wednesday,30,Weekday,Nov-2022,1944.953754
01-12-2022,269.21,53457.06,Thursday,1,Weekday,Dec-2022,1985.701126
02-12-2022,266.03,48531.22,Friday,2,Weekday,Dec-2022,1824.276209
03-12-2022,264.1,46558.2,Saturday,3,Weekend,Dec-2022,1762.900417
04-12-2022,252.48,37265.1,Sunday,4,Weekend,Dec-2022,1475.962452
05-12-2022,263.02,50169.23,Monday,5,Weekday,Dec-2022,1907.430233
06-12-2022,257.14,46197.13,Tuesday,6,Weekday,Dec-2022,1796.575018
07-12-2022,258.4,46284.96,Wednesday,7,Weekday,Dec-2022,1791.213622
08-12-2022,251.5,43719.07,Thursday,8,Weekday,Dec-2022,1738.332803
09-12-2022,248.86,42421.34,Friday,9,Weekday,Dec-2022,1704.626698
10-12-2022,253.78,41177.7,Saturday,10,Weekend,Dec-2022,1622.574671
11-12-2022,250.84,33518.33,Sunday,11,Weekend,Dec-2022,1336.243422
12-12-2022,253.91,45151.66,Monday,12,Weekday,Dec-2022,1778.2545
13-12-2022,255.8,43440.05,Tuesday,13,Weekday,Dec-2022,1698.203675
14-12-2022,259.83,42458.09,Wednesday,14,Weekday,Dec-2022,1634.071893
15-12-2022,256.14,42710.62,Thursday,15,Weekday,Dec-2022,1667.471695
16-12-2022,251.75,39520.11,Friday,16,Weekday,Dec-2022,1569.81569
17-12-2022,248.84,37570.68,Saturday,17,Weekend,Dec-2022,1509.832824
18-12-2022,241.28,29305.27,Sunday,18,Weekend,Dec-2022,1214.575182
19-12-2022,250.28,40811.37,Monday,19,Weekday,Dec-2022,1630.628496
20-12-2022,249.66,41271.64,Tuesday,20,Weekday,Dec-2022,1653.113835
21-12-2022,250.1,40183.79,Wednesday,21,Weekday,Dec-2022,1606.708916
22-12-2022,247.38,39160.3,Thursday,22,Weekday,Dec-2022,1583.001859
23-12-2022,247.8,38502.18,Friday,23,Weekday,Dec-2022,1553.760291
24-12-2022,247.19,36227.07,Saturday,24,Weekend,Dec-2022,1465.555645
25-12-2022,233.16,28116.81,Sunday,25,Weekend,Dec-2022,1205.901956
26-12-2022,243.06,39846.63,Monday,26,Weekday,Dec-2022,1639.374229
27-12-2022,240.92,38765.65,Tuesday,27,Weekday,Dec-2022,1609.067325
28-12-2022,240.51,38372.59,Wednesday,28,Weekday,Dec-2022,1595.467548
29-12-2022,244.67,39919.76,Thursday,29,Weekday,Dec-2022,1631.575592
30-12-2022,255.39,44912.73,Friday,30,Weekday,Dec-2022,1758.593915
31-12-2022,276.47,46424.52,Saturday,31,Weekend,Dec-2022,1679.188339
01-01-2023,257.8,35576.8,Sunday,1,Weekend,Jan-2023,1380.015516
02-01-2023,264.12,50488.22,Monday,2,Weekday,Jan-2023,1911.563683
03-01-2023,261.61,47767.96,Tuesday,3,Weekday,Jan-2023,1825.922556
04-01-2023,266.41,50171.67,Wednesday,4,Weekday,Jan-2023,1883.250253
05-01-2023,267.78,48732.35,Thursday,5,Weekday,Jan-2023,1819.865188
06-01-2023,260.35,45665.71,Friday,6,Weekday,Jan-2023,1754.012291
07-01-2023,272.13,46858.16,Saturday,7,Weekend,Jan-2023,1721.903502
08-01-2023,260.79,36760.43,Sunday,8,Weekend,Jan-2023,1409.579738
09-01-2023,268.35,50045.65,Monday,9,Weekday,Jan-2023,1864.939445
10-01-2023,270.38,48440.96,Tuesday,10,Weekday,Jan-2023,1791.588135
11-01-2023,270.38,46672.56,Wednesday,11,Weekday,Jan-2023,1726.183889
12-01-2023,270.89,45229.12,Thursday,12,Weekday,Jan-2023,1669.648935
13-01-2023,273.24,43782.2,Friday,13,Weekday,Jan-2023,1602.334944
14-01-2023,263.45,37799.6,Saturday,14,Weekend,Jan-2023,1434.792181
15-01-2023,242.02,30014.56,Sunday,15,Weekend,Jan-2023,1240.168581
16-01-2023,249.82,40226.62,Monday,16,Weekday,Jan-2023,1610.224161
17-01-2023,249.05,39728.11,Tuesday,17,Weekday,Jan-2023,1595.186107
18-01-2023,257.89,41137.76,Wednesday,18,Weekday,Jan-2023,1595.166932
19-01-2023,254.53,40937.69,Thursday,19,Weekday,Jan-2023,1608.364044
20-01-2023,260.83,41418.89,Friday,20,Weekday,Jan-2023,1587.964958
21-01-2023,264.74,39750.27,Saturday,21,Weekend,Jan-2023,1501.483342
22-01-2023,252.13,31046.89,Sunday,22,Weekend,Jan-2023,1231.384207
23-01-2023,256.28,41835.44,Monday,23,Weekday,Jan-2023,1632.411425
24-01-2023,257.38,40626.95,Tuesday,24,Weekday,Jan-2023,1578.481234
25-01-2023,262.49,42730.7,Wednesday,25,Weekday,Jan-2023,1627.898206
26-01-2023,241.04,31062.8,Thursday,26,Weekday,Jan-2023,1288.698971
27-01-2023,252.88,40158.06,Friday,27,Weekday,Jan-2023,1588.028314
28-01-2023,246.81,36651.22,Saturday,28,Weekend,Jan-2023,1484.997366
29-01-2023,242.51,29669.35,Sunday,29,Weekend,Jan-2023,1223.4279
30-01-2023,250.7,44557.68,Monday,30,Weekday,Jan-2023,1777.330674
31-01-2023,268.1,53514.4,Tuesday,31,Weekday,Jan-2023,1996.061171
01-02-2023,288.98,58075.13,Wednesday,1,Weekday,Feb-2023,2009.659146
02-02-2023,280.45,53349.07,Thursday,2,Weekday,Feb-2023,1902.266714
03-02-2023,274.23,48928.42,Friday,3,Weekday,Feb-2023,1784.211064
04-02-2023,283.59,50154.95,Saturday,4,Weekend,Feb-2023,1768.572587
05-02-2023,272.45,39708.7,Sunday,5,Weekend,Feb-2023,1457.467425
06-02-2023,272.15,49382.48,Monday,6,Weekday,Feb-2023,1814.531692
07-02-2023,280.23,51094.93,Tuesday,7,Weekday,Feb-2023,1823.3212
08-02-2023,268.79,46745.96,Wednesday,8,Weekday,Feb-2023,1739.125712
09-02-2023,281.71,48838.54,Thursday,9,Weekday,Feb-2023,1733.645948
10-02-2023,270.53,45521.66,Friday,10,Weekday,Feb-2023,1682.68436
11-02-2023,267.8,42389.83,Saturday,11,Weekend,Feb-2023,1582.891337
12-02-2023,263.75,33672.53,Sunday,12,Weekend,Feb-2023,1276.683602
13-02-2023,261.38,44763.87,Monday,13,Weekday,Feb-2023,1712.597368
14-02-2023,273.86,46194.43,Tuesday,14,Weekday,Feb-2023,1686.789966
15-02-2023,275.02,46219.11,Wednesday,15,Weekday,Feb-2023,1680.572686
16-02-2023,253.04,40478.39,Thursday,16,Weekday,Feb-2023,1599.683449
17-02-2023,272.54,41977.12,Friday,17,Weekday,Feb-2023,1540.218683
18-02-2023,260.48,35674.95,Saturday,18,Weekend,Feb-2023,1369.584997
19-02-2023,255.47,31261.7,Sunday,19,Weekend,Feb-2023,1223.693584
20-02-2023,269.3,45260.1,Monday,20,Weekday,Feb-2023,1680.65726
21-02-2023,265.1,42897.62,Tuesday,21,Weekday,Feb-2023,1618.167484
22-02-2023,260.46,41562.95,Wednesday,22,Weekday,Feb-2023,1595.751747
23-02-2023,261.96,40906.88,Thursday,23,Weekday,Feb-2023,1561.569705
24-02-2023,261.96,40347.83,Friday,24,Weekday,Feb-2023,1540.228661
25-02-2023,260.6,39270.42,Saturday,25,Weekend,Feb-2023,1506.923254
26-02-2023,253.55,30904.86,Sunday,26,Weekend,Feb-2023,1218.886216
27-02-2023,264.29,45348.53,Monday,27,Weekday,Feb-2023,1715.8625
28-02-2023,281.09,54915.62,Tuesday,28,Weekday,Feb-2023,1953.666797
01-03-2023,301.21,59817.25,Wednesday,1,Weekday,Mar-2023,1985.898543
02-03-2023,281.36,53383.73,Thursday,2,Weekday,Mar-2023,1897.346105
03-03-2023,294.11,52497.8,Friday,3,Weekday,Mar-2023,1784.971609
04-03-2023,298.54,53722.03,Saturday,4,Weekend,Mar-2023,1799.49186
05-03-2023,287.01,42705.74,Sunday,5,Weekend,Mar-2023,1487.953033
06-03-2023,297.65,55488.96,Monday,6,Weekday,Mar-2023,1864.235176
07-03-2023,278.19,43805.38,Tuesday,7,Weekday,Mar-2023,1574.656889
08-03-2023,260.56,38788.84,Wednesday,8,Weekday,Mar-2023,1488.672091
09-03-2023,273.01,45891.88,Thursday,9,Weekday,Mar-2023,1680.959672
10-03-2023,291.23,51625.61,Friday,10,Weekday,Mar-2023,1772.674862
11-03-2023,282.24,44702.23,Saturday,11,Weekend,Mar-2023,1583.837514
12-03-2023,272.12,35015.26,Sunday,12,Weekend,Mar-2023,1286.758048
13-03-2023,284.21,49324.67,Monday,13,Weekday,Mar-2023,1735.500862
